Checklist	ERC000011	ENA default sample checklist				
tax_id	scientific_name	sample_alias	sample_title	sample_description	collection date	geographic location (country and/or sea)
1861841	feces metagenome	Cont_3_3_M9R0_4_3_2020_S225_L002	Cont_3_3_M9R0_4_3_2020_S225_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_3_M9_3_18_2020_S444_L001	Cont_3_3_M9_3_18_2020_S444_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_4_M11_5_20_2020_S18_L003	Cont_3_4_M11_5_20_2020_S18_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_4_M1_7_30_2019_S450_L001	Cont_3_4_M1_7_30_2019_S450_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_4_M4_10_15_2019_S87_L003	Cont_3_4_M4_10_15_2019_S87_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_4_M6_12_16_2019_S351_L004	Cont_3_4_M6_12_16_2019_S351_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_4_M9R0_4_3_2020_S226_L002	Cont_3_4_M9R0_4_3_2020_S226_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_4_M9_3_18_2020_S445_L001	Cont_3_4_M9_3_18_2020_S445_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_5_M11_5_20_2020_S19_L003	Cont_3_5_M11_5_20_2020_S19_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_5_M1_7_30_2019_S451_L001	Cont_3_5_M1_7_30_2019_S451_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_5_M4_10_15_2019_S88_L003	Cont_3_5_M4_10_15_2019_S88_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_5_M6_12_16_2019_S352_L004	Cont_3_5_M6_12_16_2019_S352_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_5_M9R0_4_3_2020_S227_L002	Cont_3_5_M9R0_4_3_2020_S227_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_5_M9_3_18_2020_S446_L001	Cont_3_5_M9_3_18_2020_S446_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_plus_4_R_1_M4R2_12_6_2019_S223_L002	Cont_3_plus_4_R_1_M4R2_12_6_2019_S223_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_plus_4_R_6_M4R2_12_6_2019_S224_L002	Cont_3_plus_4_R_6_M4R2_12_6_2019_S224_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_3_plus_4_R_8_M4R2_12_6_2019_S225_L002	Cont_3_plus_4_R_8_M4R2_12_6_2019_S225_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_10_M1_7_30_2019_S456_L001	Cont_4_10_M1_7_30_2019_S456_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_10_M4_10_15_2019_S91_L003	Cont_4_10_M4_10_15_2019_S91_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_10_M6_12_16_2019_S355_L004	Cont_4_10_M6_12_16_2019_S355_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_6_M1_7_30_2019_S452_L001	Cont_4_6_M1_7_30_2019_S452_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_7_D0_6_18_19_S379_L001	Cont_4_7_D0_6_18_19_S379_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_7_M11_5_20_2020_S20_L003	Cont_4_7_M11_5_20_2020_S20_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_7_M1_7_30_2019_S453_L001	Cont_4_7_M1_7_30_2019_S453_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_7_M4_10_15_2019_S89_L003	Cont_4_7_M4_10_15_2019_S89_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_7_M6_12_16_2019_S353_L004	Cont_4_7_M6_12_16_2019_S353_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_7_M9_3_18_2020_S447_L001	Cont_4_7_M9_3_18_2020_S447_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_8_M11_5_20_2020_S22_L003	Cont_4_8_M11_5_20_2020_S22_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_8_M1_7_30_2019_S454_L001	Cont_4_8_M1_7_30_2019_S454_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_8_M9_3_18_2020_S448_L001	Cont_4_8_M9_3_18_2020_S448_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_9_D0_6_18_19_S380_L001	Cont_4_9_D0_6_18_19_S380_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_9_M11_5_20_2020_S21_L003	Cont_4_9_M11_5_20_2020_S21_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_9_M1_7_30_2019_S455_L001	Cont_4_9_M1_7_30_2019_S455_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_9_M4_10_15_2019_S90_L003	Cont_4_9_M4_10_15_2019_S90_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_9_M6_12_16_2019_S354_L004	Cont_4_9_M6_12_16_2019_S354_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Cont_4_9_M9_3_18_2020_S449_L001	Cont_4_9_M9_3_18_2020_S449_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HL_Cecum_1_6_19_2019_S584_L001	Control_2F_HL_Cecum_1_6_19_2019_S584_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HL_Colon_1_6_19_2019_S551_L001	Control_2F_HL_Colon_1_6_19_2019_S551_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HL_Duo_1_6_19_2019_S549_L001	Control_2F_HL_Duo_1_6_19_2019_S549_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HL_Ilium_1_6_19_2019_S550_L001	Control_2F_HL_Ilium_1_6_19_2019_S550_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HL_Prox-_Jej_1_6_19_2019_S583_L001	Control_2F_HL_Prox-_Jej_1_6_19_2019_S583_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HR_Cecum_1_6_6_2019_S347_L002	Control_2F_HR_Cecum_1_6_6_2019_S347_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HR_Colon_1_6_6_2019_S546_L001	Control_2F_HR_Colon_1_6_6_2019_S546_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HR_Duo_1_6_6_2019_S298_L002	Control_2F_HR_Duo_1_6_6_2019_S298_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HR_Ilium_1_6_6_2019_S299_L002	Control_2F_HR_Ilium_1_6_6_2019_S299_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2F_HR_Prox-_Jej_1_6_6_2019_S346_L002	Control_2F_HR_Prox-_Jej_1_6_6_2019_S346_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2M_HL_Cecum_1_5_29_2019_S296_L002	Control_2M_HL_Cecum_1_5_29_2019_S296_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2M_HL_Colon_1_5_29_2019_S297_L002	Control_2M_HL_Colon_1_5_29_2019_S297_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2M_HL_Ilium_1_5_29_2019_S295_L002	Control_2M_HL_Ilium_1_5_29_2019_S295_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2M_HR_Cecum_1_5_22_2019_S291_L002	Control_2M_HR_Cecum_1_5_22_2019_S291_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2M_HR_Duo_1_5_22_2019_S288_L002	Control_2M_HR_Duo_1_5_22_2019_S288_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2M_HR_Ilium_1_5_22_2019_S290_L002	Control_2M_HR_Ilium_1_5_22_2019_S290_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_2M_HR_Prox-_Jej_1_5_22_2019_S289_L002	Control_2M_HR_Prox-_Jej_1_5_22_2019_S289_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_Diet_9_20_18_S33_L003	Control_Diet_9_20_18_S33_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_5-1_M4_11_7_2019_S97_L003	Control_L_2_5-1_M4_11_7_2019_S97_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_5-1_M6_1_6_2020_S145_L003	Control_L_2_5-1_M6_1_6_2020_S145_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_5-2_M4_11_7_2019_S98_L003	Control_L_2_5-2_M4_11_7_2019_S98_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_5-2_M6_1_6_2020_S146_L003	Control_L_2_5-2_M6_1_6_2020_S146_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_5-3_M4_11_7_2019_S99_L003	Control_L_2_5-3_M4_11_7_2019_S99_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_5-3_M6_1_6_2020_S147_L003	Control_L_2_5-3_M6_1_6_2020_S147_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_6-1_M4_11_7_2019_S100_L003	Control_L_2_6-1_M4_11_7_2019_S100_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_6-1_M6_1_6_2020_S148_L003	Control_L_2_6-1_M6_1_6_2020_S148_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_6-2_M4_11_7_2019_S101_L003	Control_L_2_6-2_M4_11_7_2019_S101_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_6-2_M6_1_6_2020_S149_L003	Control_L_2_6-2_M6_1_6_2020_S149_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_6-3_M4_11_7_2019_S102_L003	Control_L_2_6-3_M4_11_7_2019_S102_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Control_L_2_6-3_M6_1_6_2020_S150_L003	Control_L_2_6-3_M6_1_6_2020_S150_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_11F_HL_Cecum_6_6_28_2019_S571_L001	Fish_Oil_11F_HL_Cecum_6_6_28_2019_S571_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_11F_HL_Colon_6_6_28_2019_S536_L001	Fish_Oil_11F_HL_Colon_6_6_28_2019_S536_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_11F_HL_Duo_6_6_28_2019_S534_L001	Fish_Oil_11F_HL_Duo_6_6_28_2019_S534_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_11F_HL_Ilium_6_6_28_2019_S535_L001	Fish_Oil_11F_HL_Ilium_6_6_28_2019_S535_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_11F_HL_Prox-_Jej_6_6_28_2019_S570_L001	Fish_Oil_11F_HL_Prox-_Jej_6_6_28_2019_S570_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12F_HR_Cecum_6_6_12_2019_S566_L001	Fish_Oil_12F_HR_Cecum_6_6_12_2019_S566_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12F_HR_Colon_6_6_12_2019_S531_L001	Fish_Oil_12F_HR_Colon_6_6_12_2019_S531_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12F_HR_Duo_6_6_12_2019_S529_L001	Fish_Oil_12F_HR_Duo_6_6_12_2019_S529_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12F_HR_Prox-_Jej_6_6_12_2019_S565_L001	Fish_Oil_12F_HR_Prox-_Jej_6_6_12_2019_S565_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HL_Cecum_6_5_29_2019_S356_L002	Fish_Oil_12M_HL_Cecum_6_5_29_2019_S356_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HL_Colon_6_5_29_2019_S357_L002	Fish_Oil_12M_HL_Colon_6_5_29_2019_S357_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HL_Duo_6_5_29_2019_S353_L002	Fish_Oil_12M_HL_Duo_6_5_29_2019_S353_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HL_Ilium_6_5_29_2019_S355_L002	Fish_Oil_12M_HL_Ilium_6_5_29_2019_S355_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HL_Prox-_Jej_6_5_29_2019_S354_L002	Fish_Oil_12M_HL_Prox-_Jej_6_5_29_2019_S354_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HR_Cecum_6_5_22_2019_S351_L002	Fish_Oil_12M_HR_Cecum_6_5_22_2019_S351_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HR_Colon_6_5_22_2019_S352_L002	Fish_Oil_12M_HR_Colon_6_5_22_2019_S352_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HR_Duo_6_5_22_2019_S348_L002	Fish_Oil_12M_HR_Duo_6_5_22_2019_S348_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HR_Ilium_6_5_22_2019_S350_L002	Fish_Oil_12M_HR_Ilium_6_5_22_2019_S350_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_12M_HR_Prox-_Jej_6_5_22_2019_S349_L002	Fish_Oil_12M_HR_Prox-_Jej_6_5_22_2019_S349_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_1_D0_6_18_19_S413_L001	Fish_Oil_1_1_D0_6_18_19_S413_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_1_M11_5_21_2020_S53_L003	Fish_Oil_1_1_M11_5_21_2020_S53_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_1_M1_7_31_2019_S541_L001	Fish_Oil_1_1_M1_7_31_2019_S541_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_1_M4_10_18_2019_S296_L004	Fish_Oil_1_1_M4_10_18_2019_S296_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_1_M6_12_16_2019_S176_L002	Fish_Oil_1_1_M6_12_16_2019_S176_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_1_M9_3_19_2020_S509_L001	Fish_Oil_1_1_M9_3_19_2020_S509_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_2_M1_7_31_2019_S542_L001	Fish_Oil_1_2_M1_7_31_2019_S542_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_2_M4R5_4_3_2020_S268_L002	Fish_Oil_1_2_M4R5_4_3_2020_S268_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_2_M4R7_5_22_2020_S615_L001	Fish_Oil_1_2_M4R7_5_22_2020_S615_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_3_M11_5_21_2020_S54_L003	Fish_Oil_1_3_M11_5_21_2020_S54_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_3_M1_7_31_2019_S543_L001	Fish_Oil_1_3_M1_7_31_2019_S543_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_3_M4_10_18_2019_S297_L004	Fish_Oil_1_3_M4_10_18_2019_S297_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_3_M6_12_16_2019_S177_L002	Fish_Oil_1_3_M6_12_16_2019_S177_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_3_M9_3_19_2020_S510_L001	Fish_Oil_1_3_M9_3_19_2020_S510_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_4_M11_5_21_2020_S55_L003	Fish_Oil_1_4_M11_5_21_2020_S55_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_4_M1_7_31_2019_S544_L001	Fish_Oil_1_4_M1_7_31_2019_S544_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_4_M4_10_18_2019_S298_L004	Fish_Oil_1_4_M4_10_18_2019_S298_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_4_M6_12_16_2019_S178_L002	Fish_Oil_1_4_M6_12_16_2019_S178_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_4_M9_3_19_2020_S511_L001	Fish_Oil_1_4_M9_3_19_2020_S511_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_5_D0_6_18_19_S414_L001	Fish_Oil_1_5_D0_6_18_19_S414_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_5_M1_7_31_2019_S545_L001	Fish_Oil_1_5_M1_7_31_2019_S545_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_5_M4_10_18_2019_S299_L004	Fish_Oil_1_5_M4_10_18_2019_S299_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_5_M6_12_16_2019_S179_L002	Fish_Oil_1_5_M6_12_16_2019_S179_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_5_M9R0_4_3_2020_S269_L002	Fish_Oil_1_5_M9R0_4_3_2020_S269_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_5_M9R2_5_22_2020_S616_L001	Fish_Oil_1_5_M9R2_5_22_2020_S616_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_5_M9_3_19_2020_S512_L001	Fish_Oil_1_5_M9_3_19_2020_S512_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_plus_2_R_2_M4R2_12_6_2019_S246_L002	Fish_Oil_1_plus_2_R_2_M4R2_12_6_2019_S246_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_1_plus_2_R_6_M4R2_12_6_2019_S247_L002	Fish_Oil_1_plus_2_R_6_M4R2_12_6_2019_S247_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_10_D0_6_18_19_S416_L001	Fish_Oil_2_10_D0_6_18_19_S416_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_10_M1_7_31_2019_S550_L001	Fish_Oil_2_10_M1_7_31_2019_S550_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_10_M4_10_18_2019_S303_L004	Fish_Oil_2_10_M4_10_18_2019_S303_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_10_M6_12_16_2019_S183_L002	Fish_Oil_2_10_M6_12_16_2019_S183_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_10_M9R0_4_3_2020_S272_L002	Fish_Oil_2_10_M9R0_4_3_2020_S272_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_10_M9R2_5_22_2020_S619_L001	Fish_Oil_2_10_M9R2_5_22_2020_S619_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_10_M9_3_20_2020_S516_L001	Fish_Oil_2_10_M9_3_20_2020_S516_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_6_M1_7_31_2019_S546_L001	Fish_Oil_2_6_M1_7_31_2019_S546_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_6_M4R5_4_3_2020_S270_L002	Fish_Oil_2_6_M4R5_4_3_2020_S270_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_6_M4R7_5_22_2020_S617_L001	Fish_Oil_2_6_M4R7_5_22_2020_S617_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Fish_Oil_2_7_M11_5_21_2020_S56_L003	Fish_Oil_2_7_M11_5_21_2020_S56_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
